graph_name,v,e
2918_e_071,1,1
3551_e_079,24,105
4220_e_091,1,1
2685_e_069,3,7
5412_e_099,1,1
4718_e_093,210,1502
6098_e_101,1,1
5457_e_099,4,10
3699_e_081,70,609
3220_e_077,4,12
2525_e_067,6,20
4058_e_083,1,1
2560_e_067,1,1
3265_e_077,10,37
3199_e_077,35,228
4173_e_087,6,18
342_e_017,3,6
5851_e_101,26,117
195_e_013,1,1
3565_e_081,1,1
307_e_017,1,1
1247_e_043,1,1
678_e_025,1,1
3495_e_079,99,655
4876_e_093,21,100
1196_e_041,1,1
2741_e_069,6,20
2899_e_071,25,117
1202_e_043,1,1
4833_e_093,60,454
2704_e_069,27,171
2821_e_071,2,4
452_e_021,1,1
1047_e_033,12,50
5713_e_099,1,1
5756_e_099,5,15
417_e_021,1,1
2864_e_071,1,1
1002_e_033,3,7
5387_e_099,1,1
685_e_025,2,4
3468_e_079,3,7
4319_e_091,3,6
168_e_013,84,521
3598_e_081,1,1
3164_e_077,266,1874
1843_e_057,1,1
1643_e_053,5,16
1700_e_055,3,7
3621_e_081,7,25
3962_e_083,3,7
3298_e_077,24,190
1745_e_055,1,1
1606_e_053,7,31
3664_e_081,24,126
3927_e_083,3,7
3345_e_079,1,1
4434_e_091,4,12
5838_e_099,3,6
6065_e_101,61,537
4471_e_091,1,1
6020_e_101,17,105
5302_e_097,22,117
3530_e_079,26,146
4241_e_091,1,1
4204_e_091,1,1
6284_e_101,49,532
6178_e_101,30,194
527_e_023,1,1
24_e_007,3,6
4529_e_091,5,18
562_e_023,1,1
2480_e_067,1,1
2380_e_065,234,1729
3117_e_073,1,1
2112_e_061,15,49
3779_e_081,110,714
1351_e_049,3,7
2286_e_063,43,282
2157_e_061,1,1
4145_e_083,4,11
5003_e_097,98,758
1114_e_039,10,74
3784_e_081,64,355
1437_e_051,1,1
237_e_015,1,1
2338_e_065,1,1
908_e_031,1,1
2438_e_067,1,1
1151_e_039,3,6
4100_e_083,18,65
5046_e_097,9,35
1472_e_051,3,6
3882_e_083,8,30
4640_e_093,1,1
748_e_027,1,1
6185_e_101,28,168
4605_e_093,31,211
6279_e_101,26,123
382_e_019,3,7
2619_e_069,4,9
960_e_033,1,1
2415_e_065,5,19
5909_e_101,55,357
2187_e_063,4,12
2340_e_065,1,1
2440_e_067,1,1
2203_e_063,5,13
3300_e_077,46,299
2246_e_063,96,673
1391_e_049,15,104
935_e_031,6,23
2305_e_065,1,1
1698_e_055,1,1
1129_e_039,5,18
2994_e_073,13,61
4638_e_093,73,482
5577_e_099,4,13
775_e_027,1,1
5532_e_099,1,1
730_e_027,1,1
4281_e_091,1,1
4581_e_093,54,377
6201_e_101,58,502
4913_e_093,62,364
2624_e_069,71,503
6244_e_101,141,1183
6307_e_107,14652,100620
2661_e_069,17,77
5934_e_101,10,42
5971_e_101,14,69
1404_e_049,1,1
5676_e_099,117,795
2944_e_071,27,111
4239_e_091,1,1
3548_e_079,3,6
2901_e_071,11,33
5633_e_099,8,36
4551_e_091,4,12
6100_e_101,10,41
4680_e_093,146,973
4514_e_091,1,1
19_e_007,1,1
788_e_027,1,1
6145_e_101,69,556
1926_e_057,1,1
3807_e_083,1,1
3744_e_081,7,30
5086_e_097,28,240
1963_e_057,1,1
1329_e_049,32,175
3842_e_083,4,11
3701_e_081,19,142
4324_e_091,4,11
3455_e_079,10,33
1287_e_043,1,1
2859_e_071,10,32
4361_e_091,3,6
3410_e_079,3,7
3159_e_077,9,41
5267_e_097,26,207
5891_e_101,8,36
1582_e_053,20,116
826_e_029,1,1
155_e_013,11,43
1816_e_055,1,1
5222_e_097,38,199
863_e_029,1,1
3659_e_081,124,845
1778_e_055,2,4
4098_e_083,1,1
2077_e_061,1,1
3131_e_075,1,1
3072_e_073,100,669
890_e_031,9,43
3037_e_073,22,161
2032_e_061,3,8
5840_e_099,9,41
2772_e_071,2,3
6058_e_101,60,466
5805_e_099,8,37
4409_e_091,5,15
5497_e_099,12,60
3378_e_079,24,163
3385_e_079,34,188
4725_e_093,1,1
4960_e_097,25,155
4760_e_093,103,681
1883_e_057,2,4
1071_e_039,8,30
4020_e_083,1,1
5166_e_097,14,96
3258_e_077,5,17
1552_e_051,1,1
1785_e_055,1,1
4065_e_083,12,44
5123_e_097,73,499
2518_e_067,1,1
61_e_009,8,26
1517_e_051,1,1
2739_e_069,80,570
492_e_021,2,4
5796_e_099,4,9
645_e_025,1,1
5347_e_099,1,1
4553_e_091,3,6
6102_e_101,42,366
4682_e_093,1,1
4516_e_091,1,1
5588_e_099,3,6
518_e_023,3,6
6147_e_101,147,1139
1924_e_057,1,1
2168_e_061,3,7
3805_e_083,1,1
3746_e_081,11,36
5084_e_097,80,503
1961_e_057,1,1
3128_e_073,4,10
3840_e_083,1,1
3703_e_081,71,573
1406_e_049,5,14
5674_e_099,12,55
2946_e_071,1,1
2903_e_071,3,7
5631_e_099,10,33
4283_e_091,4,9
4583_e_093,4,12
6203_e_101,27,169
1320_e_043,1,1
4911_e_093,226,1761
2626_e_069,15,80
6246_e_101,90,634
6305_e_107,1,1
5689_e_099,1,1
2663_e_069,21,117
5936_e_101,16,78
3796_e_083,1,1
5973_e_101,32,301
2342_e_065,29,158
2201_e_063,29,162
2442_e_067,1,1
5079_e_097,1,1
2244_e_063,46,396
3302_e_077,3,6
2307_e_065,4,10
1393_e_049,1,1
937_e_031,3,6
208_e_015,1,1
2996_e_073,51,268
777_e_027,1,1
5575_e_099,1,1
732_e_027,1,1
5530_e_099,134,834
338_e_017,6,16
5298_e_097,172,1173
490_e_021,1,1
4849_e_093,13,68
5794_e_099,55,297
647_e_025,1,1
1278_e_043,1,1
5345_e_099,34,146
5468_e_099,19,93
3387_e_079,1,1
4727_e_093,5,19
4962_e_097,1,1
4762_e_093,1,1
1073_e_039,1,1
1881_e_057,1,1
5164_e_097,10,54
4022_e_083,1,1
1550_e_051,1,1
1787_e_055,3,6
5121_e_097,26,138
2088_e_061,1,1
4067_e_083,3,7
63_e_009,3,6
1515_e_051,1,1
3918_e_083,1,1
1639_e_053,10,55
3133_e_075,1,1
2075_e_061,1,1
3070_e_073,106,680
1839_e_057,1,1
892_e_031,13,66
3035_e_073,192,1458
5199_e_097,1,1
2030_e_061,1,1
5842_e_099,13,96
2770_e_071,1,1
5807_e_099,54,343
5495_e_099,4,13
4326_e_091,1,1
3457_e_079,34,237
1285_e_043,4,10
428_e_021,1,1
5769_e_099,1,1
4363_e_091,1,1
3412_e_079,8,42
5893_e_101,13,63
5265_e_097,21,145
1580_e_053,16,99
824_e_029,1,1
157_e_013,11,58
1814_e_055,1,1
5220_e_097,3,6
861_e_029,1,1
1841_e_057,1,1
3008_e_073,211,1747
1641_e_053,1,1
1702_e_055,2,4
3623_e_081,4,11
3960_e_083,3,6
2048_e_061,1,1
1747_e_055,8,18
1604_e_053,7,30
3666_e_081,11,57
3925_e_083,1,1
3347_e_079,18,111
4436_e_091,7,17
6067_e_101,74,603
4473_e_091,1,1
6022_e_101,231,1802
2823_e_071,2,3
450_e_021,1,1
1045_e_033,4,10
5711_e_099,15,85
5754_e_099,2,4
415_e_021,22,89
2866_e_071,7,29
1000_e_033,2,4
4889_e_093,17,87
5385_e_099,1,1
687_e_025,1,1
819_e_029,1,1
5258_e_097,19,74
3166_e_077,7,20
4171_e_087,1,1
340_e_017,1,1
5853_e_101,92,640
3567_e_081,102,705
305_e_017,5,20
6326_e_113,1024,25750
1245_e_043,1,1
5378_e_099,4,12
3497_e_079,384,2935
4874_e_093,5,17
1194_e_041,1,1
2743_e_069,25,138
1200_e_043,1,1
4831_e_093,208,1461
2706_e_069,1,1
5410_e_099,1,1
5455_e_099,3,6
1528_e_051,1,1
3222_e_077,61,339
2527_e_067,2,4
2562_e_067,2,4
3267_e_077,28,179
5159_e_097,33,193
380_e_019,3,6
962_e_033,3,6
2185_e_063,14,91
5001_e_097,3,6
4147_e_083,4,10
1116_e_039,9,25
3786_e_081,7,19
235_e_015,1,1
1435_e_051,2,4
2279_e_063,7,28
1153_e_039,1,1
5044_e_097,12,44
4102_e_083,1,1
1470_e_051,1,1
3880_e_083,1,1
4642_e_093,14,66
5548_e_099,13,61
6187_e_101,17,66
4607_e_093,3,6
525_e_023,1,1
26_e_007,6,15
560_e_023,1,1
2482_e_067,1,1
2382_e_065,50,310
3115_e_073,149,1217
2110_e_061,9,29
3838_e_083,4,10
1353_e_049,20,89
2284_e_063,11,51
2155_e_061,7,21
1919_e_057,43,141
2178_e_063,80,493
5300_e_097,1,1
3532_e_079,16,74
4243_e_091,1,1
4206_e_091,1,1
6286_e_101,78,631
5649_e_099,18,86
2794_e_071,1,1
5434_e_099,1,1
5471_e_099,1,1
2503_e_067,1,1
3206_e_077,14,62
3094_e_073,88,512
5138_e_097,1,1
2091_e_061,1,1
1549_e_051,1,1
3243_e_077,90,586
2546_e_067,1,1
1898_e_057,1,1
1564_e_053,56,354
5877_e_101,46,282
5281_e_097,62,423
321_e_017,3,7
885_e_029,1,1
1261_e_043,1,1
1322_e_045,1,1
4850_e_093,107,785
1224_e_043,1,1
5319_e_099,10,28
4387_e_091,1,1
4815_e_093,220,1667
2722_e_069,6,24
489_e_021,1,1
474_e_021,14,58
2807_e_071,5,14
5735_e_099,5,20
5770_e_099,1,1
2842_e_071,1,1
431_e_021,1,1
1024_e_033,1,1
878_e_029,4,10
5239_e_097,218,1737
2602_e_067,3,8
1599_e_053,7,36
3142_e_077,20,88
5180_e_097,34,154
2029_e_061,1,1
1097_e_039,3,6
1865_e_057,4,10
1665_e_053,58,386
1726_e_055,5,18
3607_e_081,1,1
3944_e_083,1,1
3069_e_073,23,135
4083_e_083,3,6
1763_e_055,1,1
1620_e_053,98,961
87_e_009,1,1
3642_e_081,2,4
3901_e_083,3,7
3363_e_079,1,1
4412_e_091,1,1
6043_e_101,83,539
4457_e_091,3,6
2769_e_071,5,12
6006_e_101,226,2040
4786_e_093,41,245
4986_e_097,1,1
284_e_017,1,1
5997_e_101,131,1202
3516_e_079,150,895
4567_e_093,7,35
4267_e_091,2,4
5628_e_099,7,20
3553_e_079,1,1
4222_e_091,1,1
359_e_019,140,905
2687_e_069,7,24
1057_e_037,7,39
793_e_027,9,25
5591_e_099,8,32
544_e_023,498,3113
47_e_007,1,1
3859_e_083,7,26
1332_e_049,2,4
1978_e_057,3,6
2134_e_061,15,49
1377_e_049,22,197
4163_e_083,3,7
5025_e_097,1,1
1132_e_039,1,1
1683_e_055,1,1
211_e_015,2,4
1985_e_057,1,1
1177_e_039,2,4
4126_e_083,1,1
5060_e_097,29,162
1454_e_051,51,157
254_e_015,9,32
2218_e_063,40,294
5529_e_099,75,440
4666_e_093,66,441
4623_e_093,43,327
5690_e_099,8,29
600_e_023,1,1
800_e_027,1,1
4908_e_093,1,1
706_e_025,5,13
279_e_017,3,6
946_e_033,1,1
3899_e_083,2,4
2366_e_065,1,1
2466_e_067,1,1
2225_e_063,1,1
1469_e_051,1,1
3326_e_077,17,54
2423_e_067,1,1
2260_e_063,7,32
913_e_031,1,1
2323_e_065,6,17
5018_e_097,36,212
5551_e_099,5,17
753_e_027,1,1
584_e_023,4,10
5514_e_099,3,7
716_e_027,1,1
6227_e_101,30,261
1304_e_043,3,7
399_e_019,41,277
6262_e_101,3,6
6321_e_107,1,1
2647_e_069,53,337
5912_e_101,9,57
5957_e_101,64,456
986_e_033,1,1
1422_e_049,34,187
5650_e_099,37,227
2962_e_071,10,37
364_e_019,15,79
2927_e_071,1,1
5615_e_099,5,19
579_e_023,1,1
6126_e_101,66,406
4532_e_091,1,1
6163_e_101,7,21
1900_e_057,1,1
3821_e_083,1,1
3762_e_081,65,531
2109_e_061,1,1
1945_e_057,1,1
3864_e_083,1,1
3727_e_081,7,28
1494_e_051,3,6
4302_e_091,3,7
3473_e_079,24,132
1019_e_033,3,6
4890_e_093,30,287
4347_e_091,1,1
3436_e_079,14,81
5708_e_099,36,186
449_e_021,7,25
136_e_013,3,7
5241_e_097,1,1
3583_e_081,7,23
173_e_013,7,19
5204_e_097,3,7
845_e_029,1,1
2051_e_061,1,1
3054_e_073,46,282
3283_e_077,28,141
2586_e_067,1,1
3979_e_083,1,1
1658_e_053,10,28
1858_e_057,1,1
3011_e_073,8,26
2014_e_061,5,13
5823_e_099,7,25
6083_e_101,90,740
4703_e_093,19,116
4497_e_091,13,45
5409_e_099,1,1
4946_e_097,9,34
4746_e_093,1,1
4006_e_083,7,22
5140_e_097,4,10
3984_e_083,1,1
4043_e_083,1,1
5105_e_097,31,179
3682_e_081,13,90
1531_e_051,1,1
1559_e_053,14,89
3182_e_077,8,37
4828_e_093,1,1
1219_e_043,4,8
5324_e_099,43,238
626_e_025,1,1
2882_e_071,10,37
663_e_025,1,1
5361_e_099,95,541
2402_e_065,139,999
2190_e_063,83,450
977_e_033,1,1
199_e_015,1,1
1308_e_043,1,1
395_e_019,1,1
4612_e_093,27,200
6192_e_101,64,492
5518_e_099,12,83
588_e_023,1,1
4657_e_093,71,501
1146_e_039,1,1
4117_e_083,3,7
5051_e_097,16,75
2229_e_063,4,13
3895_e_083,1,1
1465_e_051,6,14
4152_e_083,1,1
5014_e_097,1,1
1103_e_039,2,4
3793_e_081,4,15
220_e_015,19,119
1346_e_049,17,107
2291_e_063,62,453
2140_e_061,1,1
2497_e_067,1,1
2397_e_065,7,32
3868_e_083,1,1
1498_e_051,1,1
1949_e_057,1,1
3100_e_073,1,1
2105_e_061,3,8
575_e_023,2,4
400_e_019,37,227
530_e_023,1,1
33_e_007,1,1
4213_e_091,1,1
368_e_019,33,159
4256_e_091,11,39
3527_e_079,24,170
5619_e_099,1,1
5315_e_097,53,422
4466_e_091,1,1
6037_e_101,20,100
4423_e_091,1,1
3352_e_079,55,387
6072_e_101,21,271
1752_e_055,1,1
1611_e_053,51,304
3058_e_073,9,34
3930_e_083,2,4
3673_e_081,11,40
1654_e_053,1,1
1717_e_055,1,1
2018_e_061,10,32
1854_e_057,3,7
3975_e_083,3,6
3636_e_081,6,19
3173_e_077,19,104
5208_e_097,28,189
849_e_029,2,4
3136_e_077,6,27
5741_e_099,8,27
1015_e_033,1,1
2873_e_071,6,19
5390_e_099,9,37
692_e_025,1,1
1050_e_033,3,7
2836_e_071,2,3
445_e_021,6,18
5704_e_099,8,47
5328_e_099,3,7
1215_e_043,1,1
2713_e_069,21,124
4824_e_093,20,114
1250_e_043,1,1
3482_e_079,8,37
2756_e_069,16,126
4861_e_093,63,381
182_e_013,1,1
3572_e_081,8,32
310_e_017,1,1
5846_e_101,1,1
1555_e_053,7,25
3988_e_083,4,10
2577_e_067,1,1
3272_e_077,43,268
3237_e_077,20,130
2532_e_067,1,1
5109_e_097,4,13
5440_e_099,7,20
5405_e_099,11,48
5781_e_099,5,16
652_e_025,10,29
5350_e_099,147,803
4819_e_093,13,68
485_e_021,47,294
1228_e_043,1,1
617_e_025,1,1
1568_e_053,76,491
4072_e_083,4,11
5134_e_097,8,40
3098_e_073,88,592
1792_e_055,5,16
76_e_009,4,11
1500_e_051,1,1
1894_e_057,1,1
1066_e_039,2,4
4037_e_083,1,1
5171_e_097,39,228
1545_e_051,1,1
5438_e_099,9,35
4777_e_093,35,193
2798_e_071,5,13
4977_e_097,21,105
3392_e_079,38,212
4732_e_093,62,500
5812_e_099,4,9
5480_e_099,25,137
2765_e_071,1,1
887_e_031,1,1
3948_e_083,3,7
1869_e_057,5,15
3020_e_073,7,27
2025_e_061,2,4
1669_e_053,95,669
2060_e_061,2,4
3065_e_073,30,148
1801_e_055,1,1
142_e_013,1,1
874_e_029,1,1
5235_e_097,6,19
1595_e_053,11,44
831_e_029,6,18
5270_e_097,41,256
5886_e_101,152,1234
3407_e_079,6,18
4376_e_091,1,1
5739_e_099,3,7
478_e_021,7,20
3442_e_079,381,3246
1290_e_043,4,9
4333_e_091,1,1
1028_e_033,9,31
5091_e_097,58,442
2138_e_061,1,1
1186_e_039,5,12
1974_e_057,2,4
3716_e_081,112,750
3855_e_083,6,17
1931_e_057,1,1
3753_e_081,82,439
3810_e_083,3,6
4503_e_091,5,16
6152_e_101,1,1
4546_e_091,1,1
4697_e_093,81,524
6117_e_101,5,16
4197_e_091,1,1
548_e_023,2,4
2916_e_071,1,1
5624_e_099,7,26
5661_e_099,41,168
2953_e_071,2,4
355_e_019,22,127
288_e_017,1,1
1413_e_049,50,328
275_e_017,1,1
5966_e_101,3,6
5923_e_101,174,1213
6253_e_101,4,11
6310_e_107,1,1
2676_e_069,2,4
4296_e_091,6,15
6216_e_101,42,401
4596_e_093,42,286
2633_e_069,3,7
4904_e_093,43,227
5525_e_099,4,11
727_e_027,1,1
2983_e_073,1,1
5560_e_099,6,24
762_e_027,1,1
3317_e_077,43,205
2251_e_063,22,136
922_e_031,1,1
1386_e_049,95,698
2312_e_065,1,1
5029_e_097,1,1
258_e_015,71,388
1458_e_051,1,1
2357_e_065,7,25
2457_e_067,1,1
2214_e_063,44,256
1989_e_057,1,1
1825_e_055,1,1
3596_e_081,13,77
166_e_013,11,42
850_e_029,1,1
5211_e_097,22,177
123_e_013,1,1
815_e_029,3,6
5254_e_097,177,1111
3423_e_079,6,15
6291_e_107,14,76
4352_e_091,2,4
1049_e_033,5,20
3466_e_079,9,28
5389_e_099,3,7
4317_e_091,1,1
419_e_021,19,65
4885_e_093,148,948
5758_e_099,8,39
5836_e_099,10,39
3296_e_077,5,11
2593_e_067,1,1
3004_e_073,28,168
2001_e_061,2,4
3929_e_083,1,1
2044_e_061,1,1
3041_e_073,1,1
1608_e_053,6,20
5110_e_097,7,29
4056_e_083,11,34
3697_e_081,101,785
52_e_009,3,6
1524_e_051,1,1
5155_e_097,5,15
4013_e_083,1,1
3991_e_083,1,1
4482_e_091,5,14
4753_e_093,29,231
4953_e_097,12,61
5459_e_099,35,183
1327_e_047,3974,28382
4716_e_093,10,42
6096_e_101,3,7
1198_e_041,3855,26557
4878_e_093,23,174
2897_e_071,1,1
676_e_025,1,1
5374_e_099,13,57
1249_e_043,1,1
5331_e_099,4,10
633_e_025,1,1
3197_e_077,10,39
309_e_017,1,1
100_e_009,2,4
591_e_023,10,27
5501_e_099,6,20
746_e_027,1,1
5544_e_099,1,1
1439_e_051,1,1
239_e_015,17,88
2275_e_063,1,1
3333_e_077,73,499
2436_e_067,2,4
2336_e_065,5,18
906_e_031,1,1
2373_e_065,9,43
2230_e_063,38,221
2473_e_067,1,1
5048_e_097,64,469
5942_e_101,48,446
2_e_003,1,1
2189_e_063,18,108
5907_e_101,10,34
6277_e_101,8,41
2652_e_069,29,154
1311_e_043,4,11
6232_e_101,1,1
2617_e_069,8,26
4920_e_093,54,449
2932_e_071,2,4
5600_e_099,24,133
1990_e_061,1,1
5645_e_099,4,12
1052_e_035,1,1
371_e_019,70,441
2174_e_063,1,1
993_e_033,1,1
1950_e_057,3,7
3119_e_073,5,15
3732_e_081,12,57
1481_e_051,1,1
3871_e_083,1,1
1915_e_057,1,1
2159_e_061,1,1
3777_e_081,100,873
2288_e_063,5,14
3834_e_083,8,26
4527_e_091,1,1
6176_e_101,23,137
529_e_023,1,1
4562_e_091,1,1
6133_e_101,5,16
4237_e_091,1,1
3546_e_079,27,183
2692_e_069,103,747
5678_e_099,7,28
4572_e_093,38,201
4272_e_091,1,1
3503_e_079,1,1
5982_e_101,47,298
291_e_017,1,1
1362_e_049,9,39
3809_e_083,1,1
2164_e_061,1,1
1928_e_057,11,36
3124_e_073,16,112
5088_e_097,107,698
2121_e_061,1,1
551_e_023,1,1
514_e_023,3,7
17_e_007,382,2833
5584_e_099,1,1
786_e_027,2,4
5579_e_099,8,30
4636_e_093,3,7
4673_e_093,61,408
1162_e_039,15,55
5075_e_097,17,112
4133_e_083,1,1
241_e_015,5,15
1441_e_051,1,1
1696_e_055,1,1
5030_e_097,10,32
1127_e_039,14,61
2248_e_063,9,40
204_e_015,1,1
953_e_033,5,15
4180_e_089,1,1
5685_e_099,11,43
6309_e_107,1,1
3256_e_077,62,529
2553_e_067,1,1
5168_e_097,118,1011
2516_e_067,1,1
3213_e_077,10,45
1519_e_051,1,1
3081_e_073,1,1
2084_e_061,1,1
5464_e_099,7,33
2781_e_071,2,4
5421_e_099,3,7
4392_e_091,6,19
1231_e_043,2,4
2737_e_069,8,29
4800_e_093,8,28
5349_e_099,5,13
1274_e_043,3,7
5798_e_099,2,4
4845_e_093,17,74
334_e_017,1,1
5294_e_097,21,119
5862_e_101,1,1
1571_e_053,36,190
5269_e_097,28,158
828_e_029,1,1
3157_e_077,7,31
1818_e_055,5,15
5765_e_099,14,71
1031_e_033,8,28
2857_e_071,29,111
424_e_021,3,8
1289_e_043,46,216
461_e_021,1,1
2812_e_071,1,1
5720_e_099,25,125
4442_e_091,4,9
4993_e_097,43,314
4793_e_093,74,503
6013_e_101,10,48
4407_e_091,2,4
3376_e_079,5,14
5499_e_099,1,1
6056_e_101,325,2574
1776_e_055,3,6
1635_e_053,57,421
1835_e_057,1,1
4096_e_083,1,1
2079_e_061,3,7
3914_e_083,3,7
3657_e_081,13,73
92_e_009,3,7
1670_e_053,69,493
1733_e_055,2,4
5195_e_097,15,88
1870_e_057,1,1
1082_e_039,4,9
3039_e_073,87,520
3951_e_083,1,1
3612_e_081,9,32
5938_e_101,57,379
3798_e_083,4,12
951_e_033,2,4
2628_e_069,27,132
4182_e_089,1,1
5687_e_099,50,336
6248_e_101,14,72
779_e_027,1,1
2998_e_073,1,1
4634_e_093,31,236
4671_e_093,5,14
1160_e_039,5,17
4131_e_083,1,1
5077_e_097,52,385
1443_e_051,1,1
243_e_015,1,1
1694_e_055,1,1
5032_e_097,68,471
1125_e_039,4,10
2309_e_065,9,56
939_e_031,232,1486
206_e_015,2,4
1360_e_049,122,831
3748_e_081,8,46
2166_e_061,35,185
3126_e_073,49,321
2123_e_061,14,48
553_e_023,1,1
516_e_023,1,1
6149_e_101,29,267
15_e_007,1,1
4518_e_091,13,40
784_e_027,1,1
5586_e_099,6,16
4235_e_091,8,23
3544_e_079,11,35
2690_e_069,1,1
2948_e_071,1,1
4570_e_093,77,526
4270_e_091,2,4
3501_e_079,3,6
5980_e_101,4,11
1408_e_049,179,1295
293_e_017,1,1
4440_e_091,5,15
4991_e_097,46,471
4791_e_093,30,157
6011_e_101,1,1
4405_e_091,1,1
3374_e_079,1,1
5809_e_099,1,1
6054_e_101,510,3971
1774_e_055,1,1
1637_e_053,35,185
1837_e_057,8,27
4094_e_083,3,6
3916_e_083,17,83
3655_e_081,40,246
90_e_009,4,12
1672_e_053,10,34
1731_e_055,9,23
5197_e_097,4,11
1080_e_039,14,55
1872_e_057,3,7
3953_e_083,1,1
3610_e_081,30,166
3155_e_077,7,18
159_e_013,2,4
5767_e_099,62,342
1033_e_033,5,13
2855_e_071,4,12
426_e_021,1,1
4328_e_091,6,17
3459_e_079,5,14
463_e_021,20,83
2810_e_071,2,4
5722_e_099,1,1
4390_e_091,3,7
1233_e_043,1,1
2735_e_069,4,11
4802_e_093,16,80
1276_e_043,1,1
649_e_025,5,14
4847_e_093,6,20
336_e_017,15,49
5860_e_101,186,1686
5296_e_097,27,157
1573_e_053,60,428
3254_e_077,57,344
2551_e_067,1,1
2514_e_067,1,1
3211_e_077,19,115
1789_e_055,55,165
3083_e_073,109,787
2086_e_061,4,10
4069_e_083,1,1
4729_e_093,17,106
3389_e_079,12,100
5466_e_099,20,86
2783_e_071,1,1
5423_e_099,9,31
2895_e_071,1,1
3499_e_079,34,242
674_e_025,1,1
5376_e_099,19,126
2708_e_069,44,285
5333_e_099,14,58
631_e_025,1,1
3195_e_077,3,6
102_e_009,18,78
3569_e_081,23,146
4054_e_083,1,1
5112_e_097,23,202
3695_e_081,3,6
50_e_009,1,1
1526_e_051,3,7
2529_e_067,2,4
4011_e_083,1,1
5157_e_097,12,50
3269_e_077,22,147
3993_e_083,1,1
4480_e_091,1,1
4751_e_093,419,2895
4951_e_097,3,8
1325_e_047,1,1
4714_e_093,5,15
6094_e_101,21,112
6069_e_101,4,11
5834_e_099,13,44
3349_e_079,8,30
4438_e_091,9,28
3294_e_077,31,180
2591_e_067,1,1
3006_e_073,1,1
2003_e_061,1,1
3668_e_081,86,563
2046_e_061,1,1
3043_e_073,337,2403
1749_e_055,1,1
1827_e_055,1,1
3594_e_081,9,51
164_e_013,20,68
852_e_029,1,1
5213_e_097,29,185
3168_e_077,15,59
121_e_013,1,1
817_e_029,1,1
5256_e_097,87,662
3421_e_079,4,11
4350_e_091,7,26
6293_e_107,1,1
3464_e_079,1,1
689_e_025,3,7
4315_e_091,1,1
2868_e_071,1,1
4887_e_093,5,20
1952_e_057,1,1
3730_e_081,90,631
1483_e_051,1,1
3873_e_083,4,13
1917_e_057,14,65
3775_e_081,4,10
3836_e_083,1,1
4525_e_091,3,7
28_e_007,1,1
6174_e_101,8,34
4560_e_091,1,1
6131_e_101,8,35
2930_e_071,6,26
5602_e_099,1,1
1992_e_061,3,6
5647_e_099,4,13
373_e_019,1,1
4208_e_091,1,1
2176_e_063,4,9
991_e_033,6,19
5940_e_101,68,585
5905_e_101,9,49
6275_e_101,205,1648
2650_e_069,14,62
1313_e_043,8,25
6230_e_101,143,1170
2615_e_069,5,17
4922_e_093,137,841
593_e_023,1,1
5503_e_099,7,31
6189_e_101,144,1035
4609_e_093,21,112
5546_e_099,6,21
744_e_027,24,103
3788_e_081,12,47
3331_e_077,113,806
2434_e_067,1,1
2277_e_063,34,206
904_e_031,2,4
2334_e_065,1,1
1118_e_039,7,23
4149_e_083,1,1
2371_e_065,1,1
2471_e_067,1,1
2232_e_063,23,151
1803_e_055,21,80
140_e_013,16,105
876_e_029,1,1
5237_e_097,13,64
1597_e_053,1,1
833_e_029,1,1
5884_e_101,59,485
5272_e_097,23,163
3405_e_079,1,1
4374_e_091,3,8
2809_e_071,8,30
3440_e_079,2,4
1292_e_043,5,13
4331_e_091,4,8
5810_e_099,7,24
5482_e_099,12,39
6008_e_101,14,57
2767_e_071,4,12
4788_e_093,6,26
4988_e_097,17,115
4459_e_091,1,1
3609_e_081,11,43
3022_e_073,21,113
1099_e_039,1,1
2027_e_061,5,14
1728_e_055,1,1
89_e_009,3,6
2062_e_061,1,1
3067_e_073,12,39
5136_e_097,29,220
4070_e_083,1,1
1790_e_055,1,1
74_e_009,1,1
1502_e_051,1,1
3208_e_077,13,65
1064_e_039,1,1
1896_e_057,1,1
5173_e_097,6,24
4035_e_083,1,1
1547_e_051,1,1
2548_e_067,1,1
4775_e_093,33,207
4975_e_097,3,6
3390_e_079,8,39
4730_e_093,23,209
5783_e_099,6,14
650_e_025,6,19
5352_e_099,1,1
487_e_021,15,85
615_e_025,1,1
4389_e_091,7,20
5879_e_101,393,3263
4668_e_093,1,1
725_e_027,1,1
5527_e_099,4,14
2981_e_073,89,598
760_e_027,3,6
5562_e_099,29,161
2253_e_063,1,1
3315_e_077,1,1
2310_e_065,9,33
920_e_031,1,1
1384_e_049,89,585
2355_e_065,8,28
2216_e_063,18,79
2455_e_067,1,1
4128_e_083,1,1
1179_e_039,1,1
277_e_017,1,1
948_e_033,2,4
5964_e_101,6,29
5921_e_101,1,1
6251_e_101,411,3550
6312_e_107,1,1
2674_e_069,1,1
4294_e_091,1,1
6214_e_101,26,130
4594_e_093,31,205
2631_e_069,37,305
4906_e_093,15,80
2914_e_071,5,15
5626_e_099,4,11
3518_e_079,1,1
4269_e_091,3,8
4569_e_093,26,157
5663_e_099,3,6
2951_e_071,1,1
2689_e_069,57,386
357_e_019,9,44
1411_e_049,48,403
5999_e_101,17,56
5093_e_097,3,6
1976_e_057,2,4
1184_e_039,6,15
3714_e_081,32,229
3857_e_083,2,4
1933_e_057,14,69
3751_e_081,9,37
3812_e_083,1,1
1379_e_049,68,381
4501_e_091,1,1
